Member_number,Date,itemDescription,Day,Day_Name,Month,Is_Weekend
4903,2015-12-08,salty snack,Tuesday,Tuesday,December,False
2835,2015-10-09,yogurt,Friday,Friday,October,False
3783,2015-06-22,soda,Monday,Monday,June,False
1486,2015-12-14,rolls/buns,Monday,Monday,December,False
4589,2015-10-08,beverages,Thursday,Thursday,October,False
1132,2015-02-19,rolls/buns,Thursday,Thursday,February,False
4827,2015-11-27,pip fruit,Friday,Friday,November,False
3361,2015-06-28,beverages,Sunday,Sunday,June,True
4681,2015-09-11,cat food,Friday,Friday,September,False
4197,2015-10-26,yogurt,Monday,Monday,October,False
3701,2015-01-22,specialty chocolate,Thursday,Thursday,January,False
4195,2015-10-01,cream cheese ,Thursday,Thursday,October,False
3429,2015-04-01,coffee,Wednesday,Wednesday,April,False
2430,2015-01-20,sliced cheese,Tuesday,Tuesday,January,False
4330,2015-04-08,sparkling wine,Wednesday,Wednesday,April,False
1783,2015-03-18,rolls/buns,Wednesday,Wednesday,March,False
4025,2015-11-04,dental care,Wednesday,Wednesday,November,False
3399,2015-07-19,rolls/buns,Sunday,Sunday,July,True
4766,2015-01-03,margarine,Saturday,Saturday,January,True
3562,2015-08-13,soda,Thursday,Thursday,August,False
2447,2015-01-21,curd cheese,Wednesday,Wednesday,January,False
1396,2015-07-22,canned beer,Wednesday,Wednesday,July,False
4633,2015-04-26,rolls/buns,Sunday,Sunday,April,True
4695,2015-01-05,shopping bags,Monday,Monday,January,False
1706,2015-08-14,cat food,Friday,Friday,August,False
3872,2015-11-23,shopping bags,Monday,Monday,November,False
1444,2015-10-14,hygiene articles,Wednesday,Wednesday,October,False
4753,2015-11-08,whole milk,Sunday,Sunday,November,True
4580,2015-11-29,butter,Sunday,Sunday,November,True
3925,2015-03-25,margarine,Wednesday,Wednesday,March,False
4996,2015-11-24,decalcifier,Tuesday,Tuesday,November,False
4569,2015-07-27,sliced cheese,Monday,Monday,July,False
3509,2015-04-11,coffee,Saturday,Saturday,April,True
2252,2015-10-08,rolls/buns,Thursday,Thursday,October,False
1634,2015-02-09,newspapers,Monday,Monday,February,False
4112,2015-04-27,soda,Monday,Monday,April,False
4042,2015-08-08,white wine,Saturday,Saturday,August,True
4473,2015-06-26,whole milk,Friday,Friday,June,False
3878,2015-04-30,liquor (appetizer),Thursday,Thursday,April,False
2266,2015-09-30,butter milk,Wednesday,Wednesday,September,False
3304,2015-11-30,hygiene articles,Monday,Monday,November,False
3757,2015-02-04,whole milk,Wednesday,Wednesday,February,False
3440,2015-12-21,yogurt,Monday,Monday,December,False
4328,2015-02-04,abrasive cleaner,Wednesday,Wednesday,February,False
3737,2015-12-06,yogurt,Sunday,Sunday,December,True
3948,2015-06-15,rum,Monday,Monday,June,False
3682,2015-03-05,canned beer,Thursday,Thursday,March,False
2827,2015-10-31,whipped/sour cream,Saturday,Saturday,October,True
2650,2015-10-05,semi-finished bread,Monday,Monday,October,False
1360,2015-12-16,citrus fruit,Wednesday,Wednesday,December,False
3679,2015-12-23,domestic eggs,Wednesday,Wednesday,December,False
4137,2015-03-07,root vegetables,Saturday,Saturday,March,True
4235,2015-12-19,condensed milk,Saturday,Saturday,December,True
3193,2015-01-31,whipped/sour cream,Saturday,Saturday,January,True
1332,2015-12-02,Instant food products,Wednesday,Wednesday,December,False
4821,2015-11-28,cream cheese ,Saturday,Saturday,November,True
1837,2015-07-09,yogurt,Thursday,Thursday,July,False
3665,2015-09-23,chocolate,Wednesday,Wednesday,September,False
2659,2015-05-08,other vegetables,Friday,Friday,May,False
1322,2015-01-09,bottled beer,Friday,Friday,January,False
1599,2015-05-29,berries,Friday,Friday,May,False
2933,2015-04-06,yogurt,Monday,Monday,April,False
3963,2015-02-21,specialty bar,Saturday,Saturday,February,True
4178,2015-06-03,coffee,Wednesday,Wednesday,June,False
1052,2015-10-27,shopping bags,Tuesday,Tuesday,October,False
4693,2015-08-18,domestic eggs,Tuesday,Tuesday,August,False
1329,2015-02-02,whipped/sour cream,Monday,Monday,February,False
3128,2015-06-13,yogurt,Saturday,Saturday,June,True
1175,2015-06-30,berries,Tuesday,Tuesday,June,False
2211,2015-03-31,packaged fruit/vegetables,Tuesday,Tuesday,March,False
2093,2015-06-12,rolls/buns,Friday,Friday,June,False
4284,2015-10-14,coffee,Wednesday,Wednesday,October,False
4449,2015-03-30,UHT-milk,Monday,Monday,March,False
4269,2015-04-01,semi-finished bread,Wednesday,Wednesday,April,False
1962,2015-04-05,frozen meals,Sunday,Sunday,April,True
2250,2015-10-04,margarine,Sunday,Sunday,October,True
1743,2015-11-13,brown bread,Friday,Friday,November,False
1583,2015-07-28,newspapers,Tuesday,Tuesday,July,False
4295,2015-10-26,butter,Monday,Monday,October,False
1183,2015-06-29,brown bread,Monday,Monday,June,False
2729,2015-03-21,butter,Saturday,Saturday,March,True
4035,2015-08-03,whole milk,Monday,Monday,August,False
1608,2015-08-06,cream cheese ,Thursday,Thursday,August,False
1793,2015-07-03,organic products,Friday,Friday,July,False
1885,2015-07-03,butter,Friday,Friday,July,False
1078,2015-10-28,rolls/buns,Wednesday,Wednesday,October,False
1016,2015-09-30,pip fruit,Wednesday,Wednesday,September,False
3077,2015-05-29,bottled water,Friday,Friday,May,False
3551,2015-05-01,beverages,Friday,Friday,May,False
1158,2015-10-17,root vegetables,Saturday,Saturday,October,True
2443,2015-06-20,curd,Saturday,Saturday,June,True
1395,2015-01-15,curd,Thursday,Thursday,January,False
2454,2015-11-10,domestic eggs,Tuesday,Tuesday,November,False
3472,2015-04-30,pastry,Thursday,Thursday,April,False
3547,2015-11-28,jam,Saturday,Saturday,November,True
1038,2015-02-21,whole milk,Saturday,Saturday,February,True
3915,2015-09-11,onions,Friday,Friday,September,False
2719,2015-04-19,coffee,Sunday,Sunday,April,True
1565,2015-12-14,frozen vegetables,Monday,Monday,December,False
1328,2015-03-24,whole milk,Tuesday,Tuesday,March,False
3398,2015-01-18,frozen fish,Sunday,Sunday,January,True
3687,2015-02-12,beverages,Thursday,Thursday,February,False
2652,2015-12-26,margarine,Saturday,Saturday,December,True
1385,2015-11-19,chocolate,Thursday,Thursday,November,False
2960,2015-08-31,whole milk,Monday,Monday,August,False
2736,2015-03-02,pip fruit,Monday,Monday,March,False
1768,2015-04-21,herbs,Tuesday,Tuesday,April,False
2002,2015-10-20,root vegetables,Tuesday,Tuesday,October,False
3046,2015-11-18,instant coffee,Wednesday,Wednesday,November,False
2284,2015-03-18,napkins,Wednesday,Wednesday,March,False
1708,2015-09-18,berries,Friday,Friday,September,False
1952,2015-11-23,soda,Monday,Monday,November,False
3497,2015-09-08,rolls/buns,Tuesday,Tuesday,September,False
1479,2015-05-14,brown bread,Thursday,Thursday,May,False
1237,2015-04-09,tropical fruit,Thursday,Thursday,April,False
4353,2015-08-24,cream cheese ,Monday,Monday,August,False
3528,2015-08-18,sliced cheese,Tuesday,Tuesday,August,False
2092,2015-09-04,beverages,Friday,Friday,September,False
4790,2015-05-16,rolls/buns,Saturday,Saturday,May,True
1948,2015-08-25,soda,Tuesday,Tuesday,August,False
3581,2015-01-16,rolls/buns,Friday,Friday,January,False
4778,2015-03-26,frozen vegetables,Thursday,Thursday,March,False
2601,2015-03-26,pastry,Thursday,Thursday,March,False
4678,2015-03-31,soda,Tuesday,Tuesday,March,False
3642,2015-02-24,other vegetables,Tuesday,Tuesday,February,False
2957,2015-09-19,artif. sweetener,Saturday,Saturday,September,True
4585,2015-09-28,yogurt,Monday,Monday,September,False
3637,2015-07-10,dessert,Friday,Friday,July,False
1353,2015-02-09,flour,Monday,Monday,February,False
3257,2015-02-13,bottled water,Friday,Friday,February,False
2524,2015-09-10,bottled beer,Thursday,Thursday,September,False
2035,2015-12-23,ice cream,Wednesday,Wednesday,December,False
3658,2015-09-26,yogurt,Saturday,Saturday,September,True
1901,2015-11-29,brown bread,Sunday,Sunday,November,True
3247,2015-01-13,misc. beverages,Tuesday,Tuesday,January,False
4308,2015-01-24,yogurt,Saturday,Saturday,January,True
1305,2015-05-24,yogurt,Sunday,Sunday,May,True
1011,2015-12-09,other vegetables,Wednesday,Wednesday,December,False
2234,2015-07-29,pickled vegetables,Wednesday,Wednesday,July,False
3744,2015-12-08,canned vegetables,Tuesday,Tuesday,December,False
2903,2015-08-08,butter,Saturday,Saturday,August,True
3036,2015-07-12,beverages,Sunday,Sunday,July,True
2465,2015-12-27,whole milk,Sunday,Sunday,December,True
1233,2015-03-20,salty snack,Friday,Friday,March,False
1366,2015-05-29,candles,Friday,Friday,May,False
3741,2015-08-06,chewing gum,Thursday,Thursday,August,False
2230,2015-05-28,hard cheese,Thursday,Thursday,May,False
1206,2015-05-15,other vegetables,Friday,Friday,May,False
3690,2015-04-24,other vegetables,Friday,Friday,April,False
3620,2015-06-18,flour,Thursday,Thursday,June,False
4759,2015-02-20,domestic eggs,Friday,Friday,February,False
3543,2015-10-11,white bread,Sunday,Sunday,October,True
2792,2015-07-29,domestic eggs,Wednesday,Wednesday,July,False
1929,2015-07-10,yogurt,Friday,Friday,July,False
2433,2015-08-23,softener,Sunday,Sunday,August,True
4941,2015-01-15,salty snack,Thursday,Thursday,January,False
3547,2015-10-07,chocolate,Wednesday,Wednesday,October,False
1290,2015-04-24,yogurt,Friday,Friday,April,False
4207,2015-08-28,specialty chocolate,Friday,Friday,August,False
2107,2015-03-01,sugar,Sunday,Sunday,March,True
3814,2015-07-21,white wine,Tuesday,Tuesday,July,False
4875,2015-09-13,other vegetables,Sunday,Sunday,September,True
3691,2015-08-08,tropical fruit,Saturday,Saturday,August,True
2433,2015-03-14,processed cheese,Saturday,Saturday,March,True
4757,2015-01-09,yogurt,Friday,Friday,January,False
1407,2015-04-29,detergent,Wednesday,Wednesday,April,False
4718,2015-06-12,flower soil/fertilizer,Friday,Friday,June,False
1240,2015-04-14,oil,Tuesday,Tuesday,April,False
1792,2015-08-15,frozen vegetables,Saturday,Saturday,August,True
4486,2015-11-09,yogurt,Monday,Monday,November,False
1757,2015-06-15,curd,Monday,Monday,June,False
2186,2015-07-01,domestic eggs,Wednesday,Wednesday,July,False
3051,2015-11-29,rolls/buns,Sunday,Sunday,November,True
3688,2015-10-23,yogurt,Friday,Friday,October,False
4676,2015-01-15,hygiene articles,Thursday,Thursday,January,False
4939,2015-06-29,canned beer,Monday,Monday,June,False
1806,2015-07-06,butter,Monday,Monday,July,False
1595,2015-10-05,white bread,Monday,Monday,October,False
2086,2015-03-09,misc. beverages,Monday,Monday,March,False
2560,2015-11-26,root vegetables,Thursday,Thursday,November,False
2393,2015-04-17,root vegetables,Friday,Friday,April,False
1669,2015-08-19,other vegetables,Wednesday,Wednesday,August,False
3500,2015-04-21,bottled water,Tuesday,Tuesday,April,False
1213,2015-03-03,margarine,Tuesday,Tuesday,March,False
4598,2015-11-18,dish cleaner,Wednesday,Wednesday,November,False
1404,2015-05-03,waffles,Sunday,Sunday,May,True
1758,2015-02-26,pasta,Thursday,Thursday,February,False
1265,2015-03-07,specialty chocolate,Saturday,Saturday,March,True
1006,2015-06-14,bottled beer,Sunday,Sunday,June,True
2779,2015-10-17,shopping bags,Saturday,Saturday,October,True
4457,2015-09-03,margarine,Thursday,Thursday,September,False
2532,2015-07-06,yogurt,Monday,Monday,July,False
2811,2015-02-23,whole milk,Monday,Monday,February,False
4004,2015-05-10,pasta,Sunday,Sunday,May,True
1737,2015-05-09,yogurt,Saturday,Saturday,May,True
3266,2015-10-25,chewing gum,Sunday,Sunday,October,True
1934,2015-08-06,other vegetables,Thursday,Thursday,August,False
2512,2015-01-19,root vegetables,Monday,Monday,January,False
3400,2015-03-04,brown bread,Wednesday,Wednesday,March,False
4301,2015-05-01,soft cheese,Friday,Friday,May,False
2997,2015-12-30,domestic eggs,Wednesday,Wednesday,December,False
1098,2015-08-05,whole milk,Wednesday,Wednesday,August,False
2208,2015-07-30,cake bar,Thursday,Thursday,July,False
3672,2015-05-28,zwieback,Thursday,Thursday,May,False
3651,2015-01-24,grapes,Saturday,Saturday,January,True
3957,2015-05-15,curd,Friday,Friday,May,False
2986,2015-01-11,butter,Sunday,Sunday,January,True
4433,2015-05-25,curd,Monday,Monday,May,False
3822,2015-05-27,specialty bar,Wednesday,Wednesday,May,False
4588,2015-04-30,hard cheese,Thursday,Thursday,April,False
2622,2015-07-17,grapes,Friday,Friday,July,False
2117,2015-05-02,specialty cheese,Saturday,Saturday,May,True
1780,2015-07-12,other vegetables,Sunday,Sunday,July,True
3819,2015-04-12,sliced cheese,Sunday,Sunday,April,True
1884,2015-12-11,long life bakery product,Friday,Friday,December,False
2595,2015-01-23,curd,Friday,Friday,January,False
3046,2015-03-31,pastry,Tuesday,Tuesday,March,False
2251,2015-06-23,condensed milk,Tuesday,Tuesday,June,False
2573,2015-01-03,yogurt,Saturday,Saturday,January,True
4701,2015-04-30,whole milk,Thursday,Thursday,April,False
4384,2015-05-25,specialty chocolate,Monday,Monday,May,False
1998,2015-05-18,pip fruit,Monday,Monday,May,False
4583,2015-02-23,dessert,Monday,Monday,February,False
2043,2015-04-21,UHT-milk,Tuesday,Tuesday,April,False
2201,2015-05-22,chocolate,Friday,Friday,May,False
3522,2015-09-23,coffee,Wednesday,Wednesday,September,False
3922,2015-08-28,margarine,Friday,Friday,August,False
2636,2015-09-11,onions,Friday,Friday,September,False
1092,2015-07-27,domestic eggs,Monday,Monday,July,False
2711,2015-09-13,cream cheese ,Sunday,Sunday,September,True
3899,2015-04-22,white bread,Wednesday,Wednesday,April,False
4372,2015-07-30,pip fruit,Thursday,Thursday,July,False
4576,2015-08-05,cream cheese ,Wednesday,Wednesday,August,False
4953,2015-10-10,frozen meals,Saturday,Saturday,October,True
4692,2015-10-27,rolls/buns,Tuesday,Tuesday,October,False
1170,2015-11-12,bottled water,Thursday,Thursday,November,False
2625,2015-04-08,frozen meals,Wednesday,Wednesday,April,False
2394,2015-08-30,yogurt,Sunday,Sunday,August,True
4277,2015-02-18,shopping bags,Wednesday,Wednesday,February,False
3170,2015-01-17,grapes,Saturday,Saturday,January,True
2944,2015-02-01,cream cheese ,Sunday,Sunday,February,True
1373,2015-05-10,curd,Sunday,Sunday,May,True
1366,2015-10-25,soda,Sunday,Sunday,October,True
3469,2015-05-10,white wine,Sunday,Sunday,May,True
4012,2015-05-16,processed cheese,Saturday,Saturday,May,True
2031,2015-02-26,napkins,Thursday,Thursday,February,False
2459,2015-09-16,bottled beer,Wednesday,Wednesday,September,False
4377,2015-02-23,fruit/vegetable juice,Monday,Monday,February,False
1534,2015-08-13,dental care,Thursday,Thursday,August,False
2051,2015-07-23,soda,Thursday,Thursday,July,False
1567,2015-03-13,yogurt,Friday,Friday,March,False
2972,2015-05-21,other vegetables,Thursday,Thursday,May,False
1287,2015-08-28,margarine,Friday,Friday,August,False
4776,2015-08-08,herbs,Saturday,Saturday,August,True
2271,2015-08-04,yogurt,Tuesday,Tuesday,August,False
2344,2015-04-14,bottled water,Tuesday,Tuesday,April,False
1482,2015-07-06,shopping bags,Monday,Monday,July,False
1278,2015-12-09,ice cream,Wednesday,Wednesday,December,False
4831,2015-11-13,coffee,Friday,Friday,November,False
1819,2015-11-11,photo/film,Wednesday,Wednesday,November,False
2687,2015-07-31,long life bakery product,Friday,Friday,July,False
4468,2015-03-24,bottled beer,Tuesday,Tuesday,March,False
4760,2015-04-02,fruit/vegetable juice,Thursday,Thursday,April,False
2310,2015-03-24,candy,Tuesday,Tuesday,March,False
3924,2015-02-07,oil,Saturday,Saturday,February,True
3517,2015-12-11,brown bread,Friday,Friday,December,False
3164,2015-09-30,dessert,Wednesday,Wednesday,September,False
3245,2015-05-17,mayonnaise,Sunday,Sunday,May,True
2629,2015-12-06,light bulbs,Sunday,Sunday,December,True
1347,2015-09-15,ketchup,Tuesday,Tuesday,September,False
1216,2015-08-25,napkins,Tuesday,Tuesday,August,False
4636,2015-04-10,specialty chocolate,Friday,Friday,April,False
1197,2015-11-22,yogurt,Sunday,Sunday,November,True
1100,2015-03-12,butter,Thursday,Thursday,March,False
2054,2015-12-15,roll products ,Tuesday,Tuesday,December,False
3761,2015-09-26,rolls/buns,Saturday,Saturday,September,True
4947,2015-09-14,whole milk,Monday,Monday,September,False
1032,2015-06-15,cream cheese ,Monday,Monday,June,False
3353,2015-08-14,whole milk,Friday,Friday,August,False
2081,2015-01-22,UHT-milk,Thursday,Thursday,January,False
1800,2015-05-02,whipped/sour cream,Saturday,Saturday,May,True
3414,2015-10-23,chewing gum,Friday,Friday,October,False
2799,2015-08-12,pickled vegetables,Wednesday,Wednesday,August,False
1634,2015-12-03,butter milk,Thursday,Thursday,December,False
3691,2015-08-24,soda,Monday,Monday,August,False
2811,2015-02-11,pastry,Wednesday,Wednesday,February,False
2758,2015-11-19,soda,Thursday,Thursday,November,False
2872,2015-09-19,other vegetables,Saturday,Saturday,September,True
3339,2015-10-08,rolls/buns,Thursday,Thursday,October,False
3483,2015-10-28,shopping bags,Wednesday,Wednesday,October,False
3255,2015-04-29,ice cream,Wednesday,Wednesday,April,False
3462,2015-11-15,ham,Sunday,Sunday,November,True
2952,2015-11-25,rolls/buns,Wednesday,Wednesday,November,False
2171,2015-06-19,pip fruit,Friday,Friday,June,False
2693,2015-11-02,specialty fat,Monday,Monday,November,False
1348,2015-06-13,bottled beer,Saturday,Saturday,June,True
1112,2015-04-09,newspapers,Thursday,Thursday,April,False
2058,2015-02-24,domestic eggs,Tuesday,Tuesday,February,False
2003,2015-11-23,other vegetables,Monday,Monday,November,False
2166,2015-03-12,whipped/sour cream,Thursday,Thursday,March,False
2830,2015-06-22,frozen potato products,Monday,Monday,June,False
3582,2015-06-17,shopping bags,Wednesday,Wednesday,June,False
4572,2015-08-19,fruit/vegetable juice,Wednesday,Wednesday,August,False
1373,2015-07-19,whole milk,Sunday,Sunday,July,True
2513,2015-11-06,canned beer,Friday,Friday,November,False
3050,2015-12-15,zwieback,Tuesday,Tuesday,December,False
2563,2015-08-03,pip fruit,Monday,Monday,August,False
1055,2015-05-25,soda,Monday,Monday,May,False
1887,2015-11-09,root vegetables,Monday,Monday,November,False
2391,2015-01-03,whole milk,Saturday,Saturday,January,True
4873,2015-09-03,curd,Thursday,Thursday,September,False
1571,2015-05-24,frozen vegetables,Sunday,Sunday,May,True
3571,2015-10-21,yogurt,Wednesday,Wednesday,October,False
4348,2015-04-11,curd cheese,Saturday,Saturday,April,True
2200,2015-10-10,fruit/vegetable juice,Saturday,Saturday,October,True
3973,2015-09-02,coffee,Wednesday,Wednesday,September,False
2695,2015-07-04,hamburger meat,Saturday,Saturday,July,True
3053,2015-12-25,curd,Friday,Friday,December,False
2964,2015-08-11,whole milk,Tuesday,Tuesday,August,False
2494,2015-06-13,rolls/buns,Saturday,Saturday,June,True
1603,2015-09-07,flour,Monday,Monday,September,False
1264,2015-12-07,soda,Monday,Monday,December,False
2809,2015-04-10,domestic eggs,Friday,Friday,April,False
3180,2015-09-15,baking powder,Tuesday,Tuesday,September,False
4539,2015-03-09,onions,Monday,Monday,March,False
1969,2015-02-11,waffles,Wednesday,Wednesday,February,False
1191,2015-08-08,other vegetables,Saturday,Saturday,August,True
2690,2015-10-20,UHT-milk,Tuesday,Tuesday,October,False
3803,2015-10-20,other vegetables,Tuesday,Tuesday,October,False
3999,2015-04-19,onions,Sunday,Sunday,April,True
3677,2015-11-30,soda,Monday,Monday,November,False
1168,2015-02-11,chocolate,Wednesday,Wednesday,February,False
1324,2015-12-27,curd,Sunday,Sunday,December,True
3829,2015-07-10,yogurt,Friday,Friday,July,False
2664,2015-09-20,pasta,Sunday,Sunday,September,True
3002,2015-01-22,newspapers,Thursday,Thursday,January,False
4305,2015-06-23,shopping bags,Tuesday,Tuesday,June,False
2633,2015-02-14,root vegetables,Saturday,Saturday,February,True
1120,2015-01-14,white bread,Wednesday,Wednesday,January,False
2870,2015-02-25,frozen meals,Wednesday,Wednesday,February,False
2977,2015-11-16,onions,Monday,Monday,November,False
2135,2015-01-25,butter,Sunday,Sunday,January,True
4460,2015-07-12,chewing gum,Sunday,Sunday,July,True
2961,2015-07-21,berries,Tuesday,Tuesday,July,False
2109,2015-09-24,salt,Thursday,Thursday,September,False
1023,2015-06-28,berries,Sunday,Sunday,June,True
2645,2015-06-26,rolls/buns,Friday,Friday,June,False
2910,2015-12-04,canned beer,Friday,Friday,December,False
3251,2015-11-09,whole milk,Monday,Monday,November,False
2553,2015-06-21,specialty bar,Sunday,Sunday,June,True
2580,2015-11-17,pip fruit,Tuesday,Tuesday,November,False
1073,2015-06-08,prosecco,Monday,Monday,June,False
1459,2015-07-18,chocolate marshmallow,Saturday,Saturday,July,True
3752,2015-08-21,sugar,Friday,Friday,August,False
4655,2015-03-21,other vegetables,Saturday,Saturday,March,True
2484,2015-06-20,rolls/buns,Saturday,Saturday,June,True
4990,2015-03-15,soda,Sunday,Sunday,March,True
2356,2015-02-02,yogurt,Monday,Monday,February,False
3476,2015-04-21,yogurt,Tuesday,Tuesday,April,False
4643,2015-01-25,bottled beer,Sunday,Sunday,January,True
3287,2015-02-02,vinegar,Monday,Monday,February,False
3468,2015-11-14,canned vegetables,Saturday,Saturday,November,True
2779,2015-12-27,root vegetables,Sunday,Sunday,December,True
3811,2015-05-11,bottled water,Monday,Monday,May,False
3122,2015-10-13,dessert,Tuesday,Tuesday,October,False
2874,2015-01-22,chicken,Thursday,Thursday,January,False
3148,2015-03-28,pot plants,Saturday,Saturday,March,True
4359,2015-09-24,onions,Thursday,Thursday,September,False
4510,2015-03-26,red/blush wine,Thursday,Thursday,March,False
3298,2015-04-28,chocolate,Tuesday,Tuesday,April,False
3285,2015-07-12,domestic eggs,Sunday,Sunday,July,True
4752,2015-02-11,frozen dessert,Wednesday,Wednesday,February,False
4741,2015-02-25,chewing gum,Wednesday,Wednesday,February,False
3557,2015-05-24,cling film/bags,Sunday,Sunday,May,True
4328,2015-07-21,curd,Tuesday,Tuesday,July,False
1052,2015-07-06,margarine,Monday,Monday,July,False
1719,2015-09-17,shopping bags,Thursday,Thursday,September,False
1360,2015-02-05,dishes,Thursday,Thursday,February,False
1299,2015-06-03,other vegetables,Wednesday,Wednesday,June,False
4260,2015-11-16,soda,Monday,Monday,November,False
3835,2015-01-06,salty snack,Tuesday,Tuesday,January,False
1720,2015-12-05,butter,Saturday,Saturday,December,True
1406,2015-03-23,sparkling wine,Monday,Monday,March,False
3560,2015-09-29,soda,Tuesday,Tuesday,September,False
4628,2015-11-29,berries,Sunday,Sunday,November,True
2692,2015-10-09,butter milk,Friday,Friday,October,False
4395,2015-06-25,soda,Thursday,Thursday,June,False
1196,2015-11-27,bottled beer,Friday,Friday,November,False
1076,2015-05-14,bottled water,Thursday,Thursday,May,False
3519,2015-01-28,specialty bar,Wednesday,Wednesday,January,False
1335,2015-10-18,spread cheese,Sunday,Sunday,October,True
4437,2015-10-20,canned beer,Tuesday,Tuesday,October,False
2262,2015-10-04,brandy,Sunday,Sunday,October,True
4320,2015-01-07,chocolate,Wednesday,Wednesday,January,False
1155,2015-04-01,yogurt,Wednesday,Wednesday,April,False
3101,2015-12-17,salt,Thursday,Thursday,December,False
2433,2015-10-19,grapes,Monday,Monday,October,False
2051,2015-11-14,coffee,Saturday,Saturday,November,True
3144,2015-08-16,margarine,Sunday,Sunday,August,True
2000,2015-08-23,rolls/buns,Sunday,Sunday,August,True
2427,2015-06-26,dessert,Friday,Friday,June,False
2916,2015-06-13,chocolate marshmallow,Saturday,Saturday,June,True
2982,2015-06-25,ice cream,Thursday,Thursday,June,False
1804,2015-11-30,butter,Monday,Monday,November,False
4997,2015-12-27,grapes,Sunday,Sunday,December,True
2789,2015-01-28,soda,Wednesday,Wednesday,January,False
2512,2015-04-23,domestic eggs,Thursday,Thursday,April,False
2641,2015-03-01,fruit/vegetable juice,Sunday,Sunday,March,True
2102,2015-05-10,vinegar,Sunday,Sunday,May,True
2979,2015-07-17,long life bakery product,Friday,Friday,July,False
3685,2015-03-04,sweet spreads,Wednesday,Wednesday,March,False
2918,2015-10-11,pastry,Sunday,Sunday,October,True
4640,2015-01-31,shopping bags,Saturday,Saturday,January,True
1149,2015-08-06,yogurt,Thursday,Thursday,August,False
4608,2015-01-05,fruit/vegetable juice,Monday,Monday,January,False
3794,2015-11-26,butter,Thursday,Thursday,November,False
3014,2015-11-04,whipped/sour cream,Wednesday,Wednesday,November,False
2083,2015-03-28,bottled water,Saturday,Saturday,March,True
1656,2015-08-13,liquor (appetizer),Thursday,Thursday,August,False
1482,2015-07-24,frozen vegetables,Friday,Friday,July,False
3050,2015-10-20,rolls/buns,Tuesday,Tuesday,October,False
3882,2015-04-23,cling film/bags,Thursday,Thursday,April,False
2618,2015-12-03,fruit/vegetable juice,Thursday,Thursday,December,False
4888,2015-02-13,dishes,Friday,Friday,February,False
2523,2015-01-12,napkins,Monday,Monday,January,False
4633,2015-04-14,yogurt,Tuesday,Tuesday,April,False
2440,2015-03-02,root vegetables,Monday,Monday,March,False
2100,2015-07-05,coffee,Sunday,Sunday,July,True
3691,2015-02-12,candles,Thursday,Thursday,February,False
4499,2015-05-06,shopping bags,Wednesday,Wednesday,May,False
2370,2015-08-28,newspapers,Friday,Friday,August,False
3831,2015-10-14,rolls/buns,Wednesday,Wednesday,October,False
4744,2015-10-28,brown bread,Wednesday,Wednesday,October,False
4919,2015-03-12,curd,Thursday,Thursday,March,False
4876,2015-02-21,margarine,Saturday,Saturday,February,True
1296,2015-08-20,jam,Thursday,Thursday,August,False
4845,2015-08-28,brown bread,Friday,Friday,August,False
4606,2015-03-13,grapes,Friday,Friday,March,False
1438,2015-02-26,oil,Thursday,Thursday,February,False
2777,2015-05-24,Instant food products,Sunday,Sunday,May,True
4220,2015-08-10,bottled water,Monday,Monday,August,False
1943,2015-01-07,canned fruit,Wednesday,Wednesday,January,False
3535,2015-09-01,soda,Tuesday,Tuesday,September,False
2194,2015-01-09,napkins,Friday,Friday,January,False
2326,2015-11-29,chewing gum,Sunday,Sunday,November,True
4189,2015-04-07,long life bakery product,Tuesday,Tuesday,April,False
1023,2015-01-06,packaged fruit/vegetables,Tuesday,Tuesday,January,False
3886,2015-04-01,vinegar,Wednesday,Wednesday,April,False
1443,2015-10-09,flour,Friday,Friday,October,False
1395,2015-06-26,other vegetables,Friday,Friday,June,False
1291,2015-01-14,rolls/buns,Wednesday,Wednesday,January,False
4015,2015-02-20,salt,Friday,Friday,February,False
3009,2015-02-18,detergent,Wednesday,Wednesday,February,False
2961,2015-11-16,oil,Monday,Monday,November,False
1793,2015-05-19,ice cream,Tuesday,Tuesday,May,False
1205,2015-03-14,chewing gum,Saturday,Saturday,March,True
1116,2015-10-08,beverages,Thursday,Thursday,October,False
1633,2015-08-09,pastry,Sunday,Sunday,August,True
3600,2015-07-30,bottled water,Thursday,Thursday,July,False
4740,2015-07-10,domestic eggs,Friday,Friday,July,False
2677,2015-12-23,soft cheese,Wednesday,Wednesday,December,False
1540,2015-08-14,yogurt,Friday,Friday,August,False
4323,2015-03-26,brown bread,Thursday,Thursday,March,False
1761,2015-08-09,shopping bags,Sunday,Sunday,August,True
1733,2015-06-23,pastry,Tuesday,Tuesday,June,False
1994,2015-10-05,fruit/vegetable juice,Monday,Monday,October,False
4300,2015-04-04,root vegetables,Saturday,Saturday,April,True
1097,2015-11-01,curd,Sunday,Sunday,November,True
3766,2015-05-07,napkins,Thursday,Thursday,May,False
2348,2015-02-28,soda,Saturday,Saturday,February,True
4588,2015-11-08,bottled beer,Sunday,Sunday,November,True
3784,2015-06-14,pickled vegetables,Sunday,Sunday,June,True
2787,2015-03-05,bottled water,Thursday,Thursday,March,False
2056,2015-11-24,margarine,Tuesday,Tuesday,November,False
3986,2015-07-25,other vegetables,Saturday,Saturday,July,True
3861,2015-07-07,chocolate,Tuesday,Tuesday,July,False
