Member_number,Date,Is_Weekend,itemDescription,Category
4297,2014-08-29,False,whole milk,Dairy
4539,2014-04-14,False,other vegetables,Produce
4762,2014-06-25,False,onions,Produce
4153,2014-02-14,False,long life bakery product,Other
1500,2014-06-20,False,chocolate,Other
1895,2014-07-22,False,bottled water,Beverages
1466,2014-02-03,False,chewing gum,Other
2233,2014-04-24,False,other vegetables,Produce
3057,2014-01-28,False,pastry,Bakery
3308,2014-08-21,False,shopping bags,Other
3241,2014-01-08,False,whole milk,Dairy
1947,2014-02-27,False,other vegetables,Produce
2589,2014-10-04,True,shopping bags,Other
3127,2014-02-25,False,root vegetables,Produce
2138,2014-05-13,False,whole milk,Dairy
2495,2014-01-31,False,citrus fruit,Produce
3590,2014-03-29,True,whole milk,Dairy
4037,2014-05-05,False,tea,Other
1612,2014-10-08,False,soda,Beverages
4741,2014-12-10,False,fruit/vegetable juice,Produce
2899,2014-01-08,False,canned beer,Beverages
4206,2014-09-18,False,mustard,Other
3705,2014-08-17,True,coffee,Other
2832,2014-07-29,False,meat spreads,Other
4054,2014-10-05,True,whipped/sour cream,Dairy
1595,2014-07-17,False,rolls/buns,Bakery
4821,2014-09-02,False,grapes,Other
1336,2014-01-23,False,domestic eggs,Other
2446,2014-01-19,True,margarine,Other
1033,2014-04-21,False,snack products,Other
1447,2014-06-05,False,other vegetables,Produce
1185,2014-08-14,False,whole milk,Dairy
1410,2014-01-06,False,dishes,Other
4588,2014-07-28,False,flour,Other
2732,2014-01-31,False,berries,Other
1473,2014-10-10,False,whipped/sour cream,Dairy
2029,2014-10-21,False,ice cream,Dairy
2799,2014-07-31,False,butter,Other
4579,2014-01-19,True,candles,Other
1041,2014-06-13,False,frozen vegetables,Produce
1877,2014-09-30,False,shopping bags,Other
4191,2014-03-14,False,margarine,Other
3649,2014-11-07,False,soda,Beverages
2706,2014-02-24,False,whipped/sour cream,Dairy
3821,2014-02-26,False,condensed milk,Dairy
3917,2014-02-14,False,whipped/sour cream,Dairy
4464,2014-07-27,True,chewing gum,Other
1935,2014-06-30,False,frozen vegetables,Produce
1783,2014-07-22,False,candy,Other
3817,2014-08-23,True,sugar,Other
4162,2014-04-15,False,brown bread,Bakery
1653,2014-07-18,False,herbs,Other
2549,2014-09-05,False,tropical fruit,Produce
1380,2014-04-22,False,canned vegetables,Produce
3315,2014-12-27,True,chewing gum,Other
4931,2014-02-23,True,coffee,Other
4849,2014-04-14,False,root vegetables,Produce
2984,2014-07-07,False,pickled vegetables,Produce
1262,2014-07-12,True,frozen meals,Other
2561,2014-11-27,False,domestic eggs,Other
2755,2014-01-02,False,fruit/vegetable juice,Produce
1747,2014-01-07,False,margarine,Other
1913,2014-08-31,True,chocolate,Other
3090,2014-10-03,False,domestic eggs,Other
4369,2014-10-27,False,frozen dessert,Other
4872,2014-10-20,False,red/blush wine,Beverages
3918,2014-05-04,True,waffles,Other
1758,2014-09-21,True,margarine,Other
2328,2014-01-22,False,grapes,Other
3570,2014-06-05,False,cake bar,Other
4753,2014-10-11,True,rolls/buns,Bakery
1815,2014-12-04,False,liquor,Other
4372,2014-09-11,False,waffles,Other
1287,2014-07-08,False,other vegetables,Produce
4938,2014-01-05,True,shopping bags,Other
4164,2014-09-08,False,whole milk,Dairy
4410,2014-05-24,True,candy,Other
2609,2014-06-04,False,sliced cheese,Dairy
2293,2014-03-31,False,candy,Other
4049,2014-07-06,True,canned fish,Other
2240,2014-10-02,False,shopping bags,Other
3197,2014-03-01,True,margarine,Other
1223,2014-09-05,False,butter,Other
2186,2014-04-12,True,soda,Beverages
4137,2014-12-15,False,soda,Beverages
3284,2014-03-25,False,misc. beverages,Other
3190,2014-04-13,True,curd,Other
3059,2014-06-15,True,cat food,Other
2441,2014-08-28,False,shopping bags,Other
3645,2014-08-22,False,candy,Other
2246,2014-01-21,False,soda,Beverages
4431,2014-06-12,False,soda,Beverages
3047,2014-08-16,True,soda,Beverages
1866,2014-08-29,False,whole milk,Dairy
3138,2014-10-13,False,curd,Other
2078,2014-05-14,False,shopping bags,Other
3142,2014-05-06,False,other vegetables,Produce
4262,2014-06-03,False,red/blush wine,Beverages
4872,2014-02-13,False,bottled beer,Beverages
1985,2014-05-18,True,whole milk,Dairy
2458,2014-11-20,False,root vegetables,Produce
2540,2014-01-29,False,bottled water,Beverages
3194,2014-07-26,True,canned beer,Beverages
3071,2014-04-18,False,pastry,Bakery
4181,2014-09-07,True,detergent,Other
2033,2014-11-29,True,hamburger meat,Other
1658,2014-08-09,True,soda,Beverages
3884,2014-10-12,True,rolls/buns,Bakery
1215,2014-07-30,False,root vegetables,Produce
2477,2014-09-30,False,whole milk,Dairy
3971,2014-02-04,False,whole milk,Dairy
3644,2014-02-20,False,white wine,Beverages
1550,2014-05-05,False,cereals,Other
1625,2014-09-02,False,butter milk,Dairy
2472,2014-02-01,True,white bread,Bakery
2337,2014-04-03,False,whole milk,Dairy
4690,2014-03-02,True,butter,Other
1748,2014-08-26,False,butter,Other
4296,2014-12-15,False,chocolate,Other
3529,2014-08-26,False,root vegetables,Produce
3804,2014-04-28,False,rolls/buns,Bakery
4107,2014-10-05,True,pastry,Bakery
3727,2014-07-28,False,soda,Beverages
1492,2014-12-20,True,yogurt,Dairy
4952,2014-09-04,False,yogurt,Dairy
4641,2014-05-11,True,whole milk,Dairy
4716,2014-05-18,True,napkins,Other
3857,2014-11-07,False,other vegetables,Produce
4599,2014-03-21,False,other vegetables,Produce
2906,2014-06-25,False,cream cheese ,Dairy
3552,2014-01-27,False,frozen meals,Other
4572,2014-10-30,False,rolls/buns,Bakery
4345,2014-03-19,False,roll products ,Bakery
1908,2014-09-20,True,bottled water,Beverages
4744,2014-01-31,False,other vegetables,Produce
2064,2014-03-18,False,oil,Other
1726,2014-04-05,True,whole milk,Dairy
2383,2014-05-25,True,condensed milk,Dairy
4245,2014-07-15,False,whole milk,Dairy
1013,2014-02-20,False,candy,Other
2676,2014-01-10,False,candy,Other
4155,2014-09-03,False,curd,Other
1365,2014-08-23,True,frozen fruits,Produce
4917,2014-05-30,False,rolls/buns,Bakery
4686,2014-06-27,False,rolls/buns,Bakery
4842,2014-05-23,False,frozen vegetables,Produce
3673,2014-08-11,False,cream cheese ,Dairy
4214,2014-10-03,False,cake bar,Other
3952,2014-07-27,True,abrasive cleaner,Other
3972,2014-04-03,False,UHT-milk,Dairy
3790,2014-07-31,False,whole milk,Dairy
3042,2014-04-04,False,other vegetables,Produce
2567,2014-07-22,False,bottled beer,Beverages
3830,2014-07-28,False,yogurt,Dairy
2515,2014-01-27,False,tropical fruit,Produce
2545,2014-01-14,False,onions,Produce
1006,2014-04-09,False,rice,Other
2590,2014-09-03,False,soda,Beverages
1757,2014-03-30,True,whole milk,Dairy
2352,2014-03-27,False,misc. beverages,Other
1136,2014-09-28,True,other vegetables,Produce
3123,2014-07-08,False,soda,Beverages
3224,2014-08-06,False,cream cheese ,Dairy
4642,2014-12-17,False,domestic eggs,Other
2380,2014-04-05,True,pastry,Bakery
1103,2014-07-12,True,herbs,Other
4655,2014-11-14,False,oil,Other
1773,2014-10-28,False,whipped/sour cream,Dairy
4645,2014-11-10,False,baking powder,Other
1468,2014-10-02,False,frozen dessert,Other
4383,2014-12-02,False,whole milk,Dairy
3279,2014-03-07,False,packaged fruit/vegetables,Produce
3025,2014-01-19,True,cat food,Other
2969,2014-04-13,True,processed cheese,Dairy
1767,2014-06-02,False,UHT-milk,Dairy
2830,2014-09-21,True,bottled beer,Beverages
3556,2014-04-02,False,margarine,Other
1104,2014-05-09,False,root vegetables,Produce
1740,2014-11-21,False,curd cheese,Dairy
1844,2014-09-18,False,pastry,Bakery
2544,2014-06-09,False,soda,Beverages
3655,2014-05-10,True,butter milk,Dairy
4947,2014-01-28,False,dessert,Other
4002,2014-08-24,True,butter milk,Dairy
4951,2014-08-15,False,pastry,Bakery
3309,2014-06-06,False,domestic eggs,Other
2289,2014-07-03,False,rolls/buns,Bakery
4679,2014-06-13,False,white wine,Beverages
3220,2014-03-15,True,other vegetables,Produce
2146,2014-05-30,False,bottled water,Beverages
1851,2014-02-12,False,root vegetables,Produce
1889,2014-08-03,True,sweet spreads,Other
2789,2014-11-02,True,curd,Other
2611,2014-12-29,False,bottled water,Beverages
1309,2014-12-23,False,butter,Other
2259,2014-06-16,False,domestic eggs,Other
2540,2014-12-16,False,canned beer,Beverages
3539,2014-01-13,False,bottled beer,Beverages
4149,2014-05-12,False,dessert,Other
3847,2014-06-08,True,UHT-milk,Dairy
4285,2014-04-13,True,domestic eggs,Other
1445,2014-04-13,True,bottled water,Beverages
2701,2014-05-03,True,spread cheese,Dairy
1602,2014-05-29,False,fruit/vegetable juice,Produce
1590,2014-06-01,True,newspapers,Other
3704,2014-08-02,True,candy,Other
4035,2014-07-14,False,butter,Other
4861,2014-03-23,True,other vegetables,Produce
3757,2014-07-08,False,frozen vegetables,Produce
4743,2014-07-07,False,coffee,Other
4527,2014-03-16,True,domestic eggs,Other
2756,2014-05-14,False,canned fish,Other
1432,2014-02-18,False,pip fruit,Produce
3089,2014-08-20,False,house keeping products,Other
4614,2014-12-25,False,sugar,Other
4255,2014-01-02,False,margarine,Other
3426,2014-05-02,False,pip fruit,Produce
3343,2014-08-03,True,salty snack,Other
3550,2014-12-18,False,waffles,Other
4785,2014-08-14,False,hard cheese,Dairy
3137,2014-09-11,False,newspapers,Other
4645,2014-12-13,True,brown bread,Bakery
1369,2014-05-05,False,whole milk,Dairy
3684,2014-02-06,False,other vegetables,Produce
4423,2014-02-25,False,brown bread,Bakery
3561,2014-05-26,False,brown bread,Bakery
2625,2014-12-14,True,specialty chocolate,Other
2120,2014-07-07,False,whole milk,Dairy
2332,2014-05-14,False,other vegetables,Produce
2269,2014-01-05,True,sliced cheese,Dairy
2607,2014-11-20,False,ice cream,Dairy
4866,2014-09-16,False,other vegetables,Produce
2723,2014-10-27,False,rolls/buns,Bakery
3660,2014-05-19,False,pip fruit,Produce
2407,2014-01-08,False,root vegetables,Produce
3670,2014-08-04,False,rolls/buns,Bakery
3743,2014-07-03,False,butter,Other
3598,2014-03-13,False,whipped/sour cream,Dairy
3882,2014-07-18,False,pastry,Bakery
1175,2014-01-02,False,other vegetables,Produce
2913,2014-12-14,True,house keeping products,Other
1087,2014-02-26,False,beverages,Other
2075,2014-05-06,False,soda,Beverages
3034,2014-12-26,False,pastry,Bakery
4820,2014-10-28,False,baking powder,Other
1651,2014-08-20,False,canned vegetables,Produce
3625,2014-10-17,False,whole milk,Dairy
3487,2014-03-25,False,onions,Produce
1729,2014-03-20,False,whipped/sour cream,Dairy
2803,2014-07-03,False,canned beer,Beverages
3692,2014-10-19,True,bottled beer,Beverages
1649,2014-07-29,False,condensed milk,Dairy
4015,2014-02-17,False,bottled beer,Beverages
4427,2014-03-12,False,pet care,Other
4021,2014-10-31,False,other vegetables,Produce
1737,2014-08-28,False,detergent,Other
2320,2014-02-05,False,whole milk,Dairy
4725,2014-08-31,True,soft cheese,Dairy
1697,2014-01-22,False,butter,Other
2341,2014-04-17,False,UHT-milk,Dairy
1180,2014-08-24,True,white bread,Bakery
3226,2014-02-26,False,yogurt,Dairy
4288,2014-09-24,False,canned beer,Beverages
2181,2014-04-29,False,UHT-milk,Dairy
2517,2014-05-12,False,spread cheese,Dairy
2909,2014-01-18,True,whole milk,Dairy
4312,2014-04-02,False,cocoa drinks,Other
4965,2014-12-23,False,whole milk,Dairy
1224,2014-09-20,True,specialty chocolate,Other
3135,2014-06-21,True,rice,Other
1914,2014-11-28,False,dessert,Other
3589,2014-09-07,True,pastry,Bakery
4274,2014-03-31,False,pip fruit,Produce
3395,2014-03-17,False,rolls/buns,Bakery
4086,2014-11-15,True,salty snack,Other
1033,2014-03-02,True,pastry,Bakery
2398,2014-07-23,False,coffee,Other
3782,2014-09-16,False,newspapers,Other
3109,2014-09-11,False,specialty bar,Other
2028,2014-08-22,False,salt,Other
4963,2014-03-03,False,tropical fruit,Produce
1043,2014-03-14,False,sliced cheese,Dairy
4303,2014-10-24,False,butter,Other
3282,2014-08-28,False,margarine,Other
3220,2014-12-13,True,other vegetables,Produce
3297,2014-03-30,True,yogurt,Dairy
2153,2014-12-14,True,chewing gum,Other
1065,2014-12-25,False,frozen fish,Other
1126,2014-11-02,True,whipped/sour cream,Dairy
2602,2014-01-03,False,whole milk,Dairy
2478,2014-09-02,False,soda,Beverages
2645,2014-08-07,False,yogurt,Dairy
3109,2014-10-14,False,canned beer,Beverages
3268,2014-01-31,False,dish cleaner,Other
2556,2014-03-06,False,other vegetables,Produce
3139,2014-11-06,False,white bread,Bakery
2971,2014-07-12,True,fruit/vegetable juice,Produce
4391,2014-06-04,False,citrus fruit,Produce
3322,2014-08-01,False,soda,Beverages
1740,2014-07-08,False,soda,Beverages
3367,2014-02-27,False,long life bakery product,Other
3616,2014-06-11,False,rolls/buns,Bakery
3736,2014-02-16,True,liquor (appetizer),Other
1795,2014-05-20,False,dessert,Other
2702,2014-09-08,False,other vegetables,Produce
4397,2014-08-28,False,shopping bags,Other
2649,2014-02-18,False,hard cheese,Dairy
4752,2014-03-04,False,whipped/sour cream,Dairy
2028,2014-10-26,True,specialty bar,Other
1128,2014-05-10,True,white bread,Bakery
1199,2014-03-23,True,rolls/buns,Bakery
4986,2014-02-08,True,chewing gum,Other
3102,2014-05-09,False,white bread,Bakery
2079,2014-11-04,False,soda,Beverages
1931,2014-03-13,False,chocolate,Other
1176,2014-09-04,False,whole milk,Dairy
3562,2014-09-11,False,white wine,Beverages
1962,2014-06-14,True,soda,Beverages
1782,2014-04-10,False,onions,Produce
3493,2014-12-01,False,candy,Other
4268,2014-10-14,False,yogurt,Dairy
3730,2014-04-17,False,sliced cheese,Dairy
1144,2014-11-07,False,domestic eggs,Other
4637,2014-12-06,True,butter milk,Dairy
1855,2014-09-26,False,salty snack,Other
3022,2014-02-16,True,rolls/buns,Bakery
3960,2014-01-23,False,frozen potato products,Other
2786,2014-08-30,True,specialty chocolate,Other
2550,2014-06-11,False,pip fruit,Produce
1141,2014-04-08,False,yogurt,Dairy
3226,2014-10-25,True,long life bakery product,Other
3846,2014-08-25,False,dessert,Other
1282,2014-06-06,False,bottled water,Beverages
3213,2014-12-19,False,rolls/buns,Bakery
3910,2014-02-17,False,soda,Beverages
2533,2014-09-21,True,frozen vegetables,Produce
3713,2014-12-17,False,whole milk,Dairy
2131,2014-02-18,False,soda,Beverages
2878,2014-06-13,False,bottled water,Beverages
2355,2014-01-26,True,whipped/sour cream,Dairy
3847,2014-07-31,False,rolls/buns,Bakery
3619,2014-12-16,False,napkins,Other
4980,2014-08-25,False,domestic eggs,Other
1185,2014-09-27,True,canned beer,Beverages
4049,2014-12-23,False,frozen fish,Other
2681,2014-09-04,False,cream cheese ,Dairy
1742,2014-10-20,False,mustard,Other
4594,2014-07-01,False,tropical fruit,Produce
3869,2014-05-24,True,detergent,Other
1191,2014-03-10,False,white bread,Bakery
2466,2014-01-28,False,frozen meals,Other
4857,2014-03-03,False,misc. beverages,Other
3087,2014-02-21,False,yogurt,Dairy
4730,2014-11-26,False,sliced cheese,Dairy
2120,2014-02-27,False,red/blush wine,Beverages
2452,2014-02-18,False,domestic eggs,Other
3499,2014-04-04,False,kitchen towels,Other
1731,2014-12-28,True,salt,Other
1751,2014-02-27,False,newspapers,Other
1991,2014-07-14,False,yogurt,Dairy
4300,2014-01-28,False,soft cheese,Dairy
2009,2014-06-03,False,pastry,Bakery
1585,2014-09-17,False,rolls/buns,Bakery
1604,2014-02-03,False,specialty bar,Other
3804,2014-12-27,True,other vegetables,Produce
4955,2014-03-22,True,canned fish,Other
4826,2014-04-14,False,bottled water,Beverages
2294,2014-07-04,False,chewing gum,Other
2857,2014-08-28,False,coffee,Other
4911,2014-07-20,True,domestic eggs,Other
4924,2014-01-31,False,salty snack,Other
1392,2014-09-12,False,curd,Other
3917,2014-04-03,False,other vegetables,Produce
3032,2014-12-28,True,domestic eggs,Other
1808,2014-11-29,True,whole milk,Dairy
4082,2014-07-01,False,yogurt,Dairy
1673,2014-04-08,False,grapes,Other
3246,2014-05-21,False,root vegetables,Produce
1415,2014-01-05,True,fruit/vegetable juice,Produce
2555,2014-12-27,True,curd,Other
4426,2014-12-01,False,pip fruit,Produce
4406,2014-01-20,False,cream cheese ,Dairy
3514,2014-12-13,True,butter,Other
4197,2014-09-29,False,detergent,Other
3206,2014-08-24,True,canned vegetables,Produce
3767,2014-01-30,False,pasta,Other
3761,2014-03-01,True,domestic eggs,Other
3013,2014-08-07,False,ice cream,Dairy
2454,2014-11-09,True,pastry,Bakery
4042,2014-01-25,True,domestic eggs,Other
3936,2014-08-06,False,pickled vegetables,Produce
2943,2014-06-30,False,pastry,Bakery
3163,2014-11-09,True,salty snack,Other
1435,2014-12-07,True,salty snack,Other
4174,2014-07-15,False,coffee,Other
1929,2014-11-10,False,pastry,Bakery
4462,2014-09-21,True,pickled vegetables,Produce
3840,2014-11-06,False,jam,Other
2946,2014-01-09,False,white wine,Beverages
4434,2014-08-31,True,shopping bags,Other
2826,2014-09-04,False,other vegetables,Produce
1376,2014-11-29,True,chocolate marshmallow,Other
1896,2014-07-25,False,beef,Meat
4952,2014-10-02,False,whole milk,Dairy
4117,2014-04-24,False,candy,Other
1385,2014-02-27,False,herbs,Other
4448,2014-02-21,False,fruit/vegetable juice,Produce
4622,2014-06-12,False,cream cheese ,Dairy
4018,2014-09-27,True,frozen vegetables,Produce
3757,2014-12-18,False,sugar,Other
1816,2014-01-09,False,whole milk,Dairy
3189,2014-02-08,True,root vegetables,Produce
4581,2014-08-05,False,sliced cheese,Dairy
3416,2014-07-13,True,frozen vegetables,Produce
2910,2014-03-01,True,processed cheese,Dairy
2720,2014-06-26,False,rolls/buns,Bakery
2351,2014-01-01,False,shopping bags,Other
3348,2014-11-18,False,root vegetables,Produce
2703,2014-09-29,False,specialty fat,Other
2612,2014-06-04,False,pastry,Bakery
3299,2014-09-06,True,waffles,Other
3722,2014-02-20,False,brown bread,Bakery
2289,2014-08-17,True,whole milk,Dairy
4656,2014-07-05,True,vinegar,Other
3485,2014-05-21,False,napkins,Other
4114,2014-08-07,False,flour,Other
1586,2014-05-02,False,rolls/buns,Bakery
2815,2014-10-30,False,root vegetables,Produce
4239,2014-12-08,False,napkins,Other
1494,2014-02-13,False,rolls/buns,Bakery
1747,2014-12-17,False,red/blush wine,Beverages
2218,2014-09-25,False,soda,Beverages
4959,2014-10-20,False,rolls/buns,Bakery
2453,2014-05-07,False,specialty cheese,Dairy
4502,2014-07-27,True,rolls/buns,Bakery
1504,2014-01-12,True,white wine,Beverages
4494,2014-04-24,False,newspapers,Other
3610,2014-03-18,False,yogurt,Dairy
3617,2014-04-16,False,bottled beer,Beverages
1279,2014-08-25,False,soda,Beverages
2387,2014-03-11,False,brown bread,Bakery
2912,2014-08-24,True,candles,Other
3008,2014-07-09,False,other vegetables,Produce
2739,2014-07-11,False,skin care,Other
2038,2014-10-28,False,rolls/buns,Bakery
3090,2014-11-22,True,tropical fruit,Produce
3142,2014-05-05,False,rolls/buns,Bakery
2962,2014-06-07,True,brown bread,Bakery
4067,2014-04-29,False,condensed milk,Dairy
1307,2014-12-15,False,brown bread,Bakery
4917,2014-04-21,False,pip fruit,Produce
2157,2014-06-26,False,canned beer,Beverages
3876,2014-08-25,False,other vegetables,Produce
1917,2014-02-25,False,red/blush wine,Beverages
4750,2014-04-11,False,whipped/sour cream,Dairy
1820,2014-02-24,False,salt,Other
2226,2014-01-01,False,bottled water,Beverages
2801,2014-01-23,False,whole milk,Dairy
3569,2014-11-06,False,yogurt,Dairy
2950,2014-11-18,False,other vegetables,Produce
1382,2014-05-08,False,rolls/buns,Bakery
1856,2014-10-23,False,curd,Other
3059,2014-03-05,False,beverages,Other
1686,2014-05-05,False,root vegetables,Produce
2065,2014-03-01,True,white bread,Bakery
1566,2014-01-24,False,salt,Other
1197,2014-05-03,True,brown bread,Bakery
4557,2014-01-11,True,soda,Beverages
2495,2014-02-24,False,red/blush wine,Beverages
1621,2014-06-18,False,soda,Beverages
2435,2014-02-02,True,dessert,Other
4948,2014-05-23,False,curd,Other
4531,2014-10-11,True,frozen dessert,Other
4384,2014-10-22,False,whipped/sour cream,Dairy
3441,2014-04-20,True,rolls/buns,Bakery
2880,2014-12-04,False,soda,Beverages
4268,2014-02-22,True,butter milk,Dairy
4901,2014-04-12,True,snack products,Other
2606,2014-08-22,False,whole milk,Dairy
4687,2014-04-08,False,domestic eggs,Other
4121,2014-04-19,True,UHT-milk,Dairy
1160,2014-02-06,False,root vegetables,Produce
3122,2014-12-25,False,rolls/buns,Bakery
1847,2014-01-10,False,rolls/buns,Bakery
3402,2014-12-24,False,soda,Beverages
3349,2014-07-09,False,whole milk,Dairy
3967,2014-02-20,False,whipped/sour cream,Dairy
2808,2014-01-23,False,white bread,Bakery
1730,2014-08-19,False,napkins,Other
2664,2014-10-08,False,domestic eggs,Other
2584,2014-05-18,True,domestic eggs,Other
2028,2014-10-29,False,shopping bags,Other
3636,2014-11-19,False,bottled water,Beverages
3769,2014-01-28,False,fruit/vegetable juice,Produce
2338,2014-03-11,False,white wine,Beverages
3593,2014-04-12,True,yogurt,Dairy
4432,2014-12-04,False,candy,Other
3721,2014-02-20,False,beverages,Other
4133,2014-08-22,False,soups,Other
2541,2014-05-07,False,frozen dessert,Other
1897,2014-09-12,False,brown bread,Bakery
3350,2014-05-23,False,newspapers,Other
3311,2014-07-18,False,shopping bags,Other
4864,2014-06-16,False,specialty cheese,Dairy
3732,2014-01-18,True,fruit/vegetable juice,Produce
4494,2014-05-26,False,sugar,Other
2160,2014-07-30,False,margarine,Other
3812,2014-04-30,False,whole milk,Dairy
3872,2014-07-28,False,shopping bags,Other
4257,2014-06-14,True,dessert,Other
3891,2014-09-13,True,pip fruit,Produce
1465,2014-01-23,False,brown bread,Bakery
1440,2014-01-06,False,fruit/vegetable juice,Produce
4974,2014-07-18,False,seasonal products,Other
1282,2014-10-24,False,snack products,Other
1824,2014-08-08,False,canned beer,Beverages
4195,2014-09-09,False,shopping bags,Other
4389,2014-10-31,False,soda,Beverages
2855,2014-01-17,False,coffee,Other
4803,2014-12-30,False,canned beer,Beverages
2633,2014-05-16,False,other vegetables,Produce
3531,2014-12-26,False,butter,Other
4721,2014-06-16,False,other vegetables,Produce
1644,2014-02-28,False,specialty cheese,Dairy
1053,2014-11-05,False,frozen vegetables,Produce
2464,2014-06-11,False,other vegetables,Produce
1765,2014-10-21,False,rolls/buns,Bakery
2973,2014-10-26,True,soda,Beverages
4297,2014-08-02,True,shopping bags,Other
4364,2014-01-21,False,yogurt,Dairy
3531,2014-08-25,False,spread cheese,Dairy
4217,2014-03-15,True,soft cheese,Dairy
4723,2014-11-07,False,rolls/buns,Bakery
3161,2014-11-22,True,whole milk,Dairy
4024,2014-11-21,False,bottled beer,Beverages
4969,2014-12-06,True,pip fruit,Produce
4762,2014-01-15,False,whole milk,Dairy
2746,2014-04-20,True,dishes,Other
2972,2014-02-19,False,margarine,Other
3569,2014-05-27,False,bottled water,Beverages
4355,2014-01-13,False,pip fruit,Produce
2863,2014-03-12,False,bottled beer,Beverages
4740,2014-09-03,False,whole milk,Dairy
2201,2014-02-04,False,citrus fruit,Produce
2645,2014-10-09,False,chewing gum,Other
3783,2014-06-04,False,bottled water,Beverages
3186,2014-07-24,False,curd,Other
1979,2014-09-07,True,whole milk,Dairy
2401,2014-05-11,True,other vegetables,Produce
4337,2014-08-28,False,cream cheese ,Dairy
2112,2014-06-06,False,popcorn,Other
1072,2014-06-23,False,other vegetables,Produce
1996,2014-02-02,True,whipped/sour cream,Dairy
1269,2014-04-24,False,root vegetables,Produce
2341,2014-01-23,False,beef,Meat
2204,2014-06-13,False,sliced cheese,Dairy
2729,2014-09-30,False,beef,Meat
3435,2014-04-10,False,roll products ,Bakery
1755,2014-06-04,False,spread cheese,Dairy
2909,2014-01-30,False,domestic eggs,Other
2372,2014-10-10,False,whole milk,Dairy
4342,2014-10-27,False,whipped/sour cream,Dairy
4772,2014-06-22,True,frozen vegetables,Produce
1741,2014-07-12,True,other vegetables,Produce
4598,2014-09-05,False,pot plants,Other
1677,2014-02-21,False,rolls/buns,Bakery
3667,2014-12-13,True,bottled water,Beverages
3273,2014-02-04,False,whole milk,Dairy
1026,2014-08-23,True,yogurt,Dairy
4671,2014-01-20,False,flower (seeds),Other
3764,2014-01-22,False,frozen vegetables,Produce
4293,2014-03-28,False,mayonnaise,Other
4512,2014-06-13,False,white bread,Bakery
2755,2014-08-19,False,other vegetables,Produce
4146,2014-08-24,True,brown bread,Bakery
3564,2014-02-23,True,frozen vegetables,Produce
4922,2014-02-18,False,other vegetables,Produce
3680,2014-01-21,False,butter milk,Dairy
2664,2014-01-08,False,pickled vegetables,Produce
1411,2014-04-15,False,shopping bags,Other
2633,2014-09-07,True,frozen potato products,Other
3137,2014-08-26,False,UHT-milk,Dairy
1672,2014-01-26,True,white bread,Bakery
3344,2014-11-21,False,margarine,Other
3248,2014-04-07,False,spread cheese,Dairy
2004,2014-06-22,True,cream cheese ,Dairy
3989,2014-09-23,False,root vegetables,Produce
2451,2014-09-28,True,domestic eggs,Other
2383,2014-01-13,False,yogurt,Dairy
3546,2014-10-12,True,frozen dessert,Other
2427,2014-12-22,False,other vegetables,Produce
2859,2014-02-27,False,processed cheese,Dairy
3509,2014-10-05,True,bottled water,Beverages
3811,2014-07-07,False,soda,Beverages
4127,2014-03-18,False,mustard,Other
2166,2014-03-07,False,other vegetables,Produce
2526,2014-02-08,True,bottled beer,Beverages
3342,2014-12-15,False,bottled water,Beverages
4109,2014-06-03,False,whole milk,Dairy
2930,2014-02-14,False,curd,Other
3844,2014-06-10,False,bathroom cleaner,Other
2736,2014-10-14,False,margarine,Other
2411,2014-01-07,False,other vegetables,Produce
3423,2014-03-15,True,domestic eggs,Other
2391,2014-01-18,True,whipped/sour cream,Dairy
1597,2014-10-12,True,whole milk,Dairy
2510,2014-08-13,False,sugar,Other
3776,2014-11-28,False,frozen meals,Other
1138,2014-07-07,False,napkins,Other
3799,2014-11-10,False,pip fruit,Produce
1022,2014-06-07,True,fruit/vegetable juice,Produce
1961,2014-07-06,True,rolls/buns,Bakery
3102,2014-04-17,False,curd,Other
4704,2014-11-07,False,other vegetables,Produce
4192,2014-06-08,True,whole milk,Dairy
2957,2014-06-06,False,other vegetables,Produce
3921,2014-06-16,False,misc. beverages,Other
1904,2014-03-24,False,soda,Beverages
4426,2014-10-30,False,UHT-milk,Dairy
2383,2014-09-18,False,butter,Other
4788,2014-02-17,False,whipped/sour cream,Dairy
1752,2014-07-12,True,other vegetables,Produce
5000,2014-11-16,True,other vegetables,Produce
4353,2014-09-26,False,newspapers,Other
1372,2014-05-04,True,cream cheese ,Dairy
4515,2014-06-23,False,curd,Other
2718,2014-01-25,True,Instant food products,Other
2148,2014-01-13,False,canned beer,Beverages
4808,2014-11-20,False,yogurt,Dairy
4711,2014-06-19,False,other vegetables,Produce
4228,2014-02-08,True,beverages,Other
1522,2014-08-23,True,yogurt,Dairy
2291,2014-09-29,False,other vegetables,Produce
3203,2014-06-17,False,newspapers,Other
3413,2014-08-02,True,hard cheese,Dairy
2581,2014-03-17,False,specialty bar,Other
1687,2014-02-24,False,curd,Other
4957,2014-05-19,False,butter,Other
2840,2014-07-22,False,yogurt,Dairy
4738,2014-06-08,True,dog food,Other
1970,2014-06-11,False,pastry,Bakery
1491,2014-11-08,True,other vegetables,Produce
2015,2014-08-04,False,soda,Beverages
1961,2014-01-16,False,yogurt,Dairy
3155,2014-09-22,False,citrus fruit,Produce
1993,2014-10-12,True,rolls/buns,Bakery
3049,2014-09-30,False,sliced cheese,Dairy
4019,2014-10-14,False,yogurt,Dairy
